filepath,label,num_steps,final_dE
vasp-data-files/101011010101010010110110/OSZICAR,0,200,-0.0128114
vasp-data-files/101011010101011011011110/OSZICAR,0,200,0.0270377
vasp-data-files/101011010101110010100100/OSZICAR,0,200,0.0269445
vasp-data-files/101011010101111010100110/OSZICAR,1,134,0.0272778
vasp-data-files/101011010110110010010100/OSZICAR,0,200,0.0252438
vasp-data-files/101011010111111010100100/OSZICAR,0,200,0.0262664
vasp-data-files/101011011100110010010111/OSZICAR,0,200,-0.0176744
vasp-data-files/101011011110100110110110/OSZICAR,1,116,-0.00197825
vasp-data-files/101011100101001010111110/OSZICAR,0,200,0.0120783
vasp-data-files/101011110000011111011000/OSZICAR,0,200,0.0303122
vasp-data-files/101011110000111010100101/OSZICAR,0,200,-0.0209116
vasp-data-files/101011110000111110100101/OSZICAR,1,133,0.024108
vasp-data-files/101011110000111111101101/OSZICAR,1,124,0.031007
vasp-data-files/101011110001110011110101/OSZICAR,0,200,-0.0196019
vasp-data-files/101011110001111111100100/OSZICAR,1,196,0.0242619
vasp-data-files/101011110100111111010110/OSZICAR,0,200,0.0134661
vasp-data-files/101011110101101011011111/OSZICAR,0,200,-0.00678973
vasp-data-files/101011110101111010011110/OSZICAR,1,160,0.0254067
vasp-data-files/101011110110111110100101/OSZICAR,0,200,-0.0152896
vasp-data-files/101011111000111010100111/OSZICAR,1,136,0.0265009
vasp-data-files/101011111001110010011110/OSZICAR,0,200,-0.0674532
vasp-data-files/101100000000101101100001/OSZICAR,1,181,-0.0297207
vasp-data-files/101100000000111110000000/OSZICAR,1,106,0.0192359
vasp-data-files/101100000001011100100000/OSZICAR,0,200,0.0170789
vasp-data-files/101100000001110010100000/OSZICAR,0,200,0.0136679
vasp-data-files/101100000001111100100000/OSZICAR,1,126,0.0198002
vasp-data-files/101100000100111100100000/OSZICAR,1,122,0.0199709
vasp-data-files/101100000100111110000000/OSZICAR,0,200,0.0250093
vasp-data-files/101100000100111110000001/OSZICAR,0,200,-0.0131619
vasp-data-files/101100000101000011101101/OSZICAR,1,129,0.0257161
vasp-data-files/101100000101010000110100/OSZICAR,0,200,0.017856
vasp-data-files/101100000101010001101100/OSZICAR,1,142,0.0252325
vasp-data-files/101100000101100111000000/OSZICAR,1,107,0.0271301
vasp-data-files/101100000101110010100000/OSZICAR,1,137,0.0736339
vasp-data-files/101100000101110010101100/OSZICAR,1,132,0.0267199
vasp-data-files/101100000101110011000000/OSZICAR,0,200,-0.0650762
vasp-data-files/101100001100111110000000/OSZICAR,0,200,0.0243242
vasp-data-files/101100001101110001100001/OSZICAR,1,117,0.0263609
vasp-data-files/101100010100110000110100/OSZICAR,0,200,-0.0123439
vasp-data-files/101100010101100001101100/OSZICAR,1,186,0.0238838
vasp-data-files/101100010101110000111100/OSZICAR,1,107,0.0231746
vasp-data-files/101100010101110001000100/OSZICAR,1,186,0.0255113
vasp-data-files/101100010101110001100100/OSZICAR,1,198,-0.00766137
vasp-data-files/101100010101110001101100/OSZICAR,0,200,0.0216955
vasp-data-files/101100010110110001010100/OSZICAR,1,188,0.0233892
vasp-data-files/101100010110111010000011/OSZICAR,1,181,0.00776786
vasp-data-files/101100101001000101010100/OSZICAR,0,200,-0.0189917
vasp-data-files/101100110010100101111101/OSZICAR,0,200,0.0446397
vasp-data-files/101100110110100100000001/OSZICAR,1,180,0.0240326
vasp-data-files/101100110111111001010101/OSZICAR,0,200,0.0211236
vasp-data-files/101101000000110010100011/OSZICAR,0,200,0.0208099
vasp-data-files/101101000001110010100001/OSZICAR,0,200,-0.0453385
vasp-data-files/101101000011001011000001/OSZICAR,0,200,-0.0668062
vasp-data-files/101101000011100011101011/OSZICAR,0,200,0.0222155
vasp-data-files/101101000100001011000011/OSZICAR,1,168,-0.00386358
vasp-data-files/101101000100011010011110/OSZICAR,1,102,0.0258077
vasp-data-files/101101000100111010000000/OSZICAR,1,176,0.0260691
vasp-data-files/101101000101000000011110/OSZICAR,1,104,-0.00113556
vasp-data-files/101101000101000010111110/OSZICAR,0,200,0.0175354
vasp-data-files/101101000101000011011111/OSZICAR,0,200,0.00625568
vasp-data-files/101101000101000011101101/OSZICAR,0,200,-0.022231
vasp-data-files/101101000101010011100011/OSZICAR,0,200,0.0473276
vasp-data-files/101101000101011100000000/OSZICAR,0,200,0.0274727
vasp-data-files/101101000101111100000000/OSZICAR,1,102,0.0256053
vasp-data-files/101101000101111100100000/OSZICAR,1,128,0.0257405
vasp-data-files/101101000101111110100101/OSZICAR,0,200,0.030188
vasp-data-files/101101001011001001100101/OSZICAR,0,200,0.0249042
vasp-data-files/101101001100111000001000/OSZICAR,1,103,0.0183027
vasp-data-files/101101001101001101000111/OSZICAR,0,200,0.0121658
vasp-data-files/101101010101011001000100/OSZICAR,0,200,0.0805948
vasp-data-files/101101010101110011010100/OSZICAR,0,200,-0.00670241
vasp-data-files/101101011100110011011100/OSZICAR,0,200,-0.00672285
vasp-data-files/101101011101111011011100/OSZICAR,0,200,0.0237215
vasp-data-files/101101100101000010111100/OSZICAR,1,171,0.0193499
vasp-data-files/101101110000000110000011/OSZICAR,0,200,0.0203075
