filepath,true_label,n_steps,prediction,reasoning,roc_probability,success,error,api_time,confidence_score,actual_steps,enough_steps,rule_details,rule_score
vasp-data-files/110000011100111100000000/OSZICAR,0,50,1,可能收敛(得分=0.590)。详细: 能量收敛趋势规则: 能量变化呈下降趋势(trend_score=0.049); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.004); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.000732421875,5,50,True,"{""能量收敛趋势规则"": {""score"": 1.0, ""weight"": 0.25, ""reason"": ""能量变化呈下降趋势(trend_score=0.049)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.004)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""能量已收敛(dE=5.48e-03<6e-03)，但电荷密度未收敛(rms=7.93e-02)""}}",0.59
vasp-data-files/101011010101110010111110/OSZICAR,1,50,1,可能收敛(得分=0.635)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0006802082061767578,6,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.83e-03<6e-03, rms=1.06e-02<7e-02)""}}",0.635
vasp-data-files/101110111010110011001111/OSZICAR,0,50,1,可能收敛(得分=0.670)。详细: 能量收敛趋势规则: 能量变化呈轻微下降趋势(trend_score=0.038); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0006968975067138672,6,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微下降趋势(trend_score=0.038)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.39e-02<7e-02)，但能量未收敛(dE=2.61e-02)""}}",0.6699999999999999
vasp-data-files/101100000000101101100000/OSZICAR,1,50,1,很可能收敛(得分=0.790)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 存在一定震荡(比例=0.25),,True,,0.0006837844848632812,7,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.25)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=2.36e-04<6e-03, rms=2.72e-03<7e-02)""}}",0.79
vasp-data-files/101101010101101011001000/OSZICAR,1,50,0,很可能不收敛(得分=0.260)。详细: 能量收敛趋势规则: 能量变化呈上升趋势，可能发散(trend_score=-0.043)，当前dE=5.12e-01较大; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0007212162017822266,2,50,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化呈上升趋势，可能发散(trend_score=-0.043)，当前dE=5.12e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.3, ""weight"": 0.4, ""reason"": ""均未达到收敛标准(dE=5.12e-01, rms=7.01e-02)""}}",0.26
vasp-data-files/101111010100110000100100/OSZICAR,0,50,1,很可能收敛(得分=0.745)。详细: 能量收敛趋势规则: 能量变化呈强下降趋势(trend_score=0.253); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0007140636444091797,7,50,True,"{""能量收敛趋势规则"": {""score"": 1.0, ""weight"": 0.25, ""reason"": ""能量变化呈强下降趋势(trend_score=0.253)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=3.16e-02<7e-02)，但能量未收敛(dE=5.86e-02)""}}",0.745
vasp-data-files/111111011101110001001010/OSZICAR,1,50,0,很可能不收敛(得分=0.255)。详细: 能量收敛趋势规则: 能量变化呈强上升趋势，可能发散(trend_score=-0.242)，当前dE=1.13e+00较大; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.013); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0006890296936035156,2,50,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化呈强上升趋势，可能发散(trend_score=-0.242)，当前dE=1.13e+00较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.013)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 0.3, ""weight"": 0.4, ""reason"": ""均未达到收敛标准(dE=1.13e+00, rms=7.57e-02)""}}",0.255
vasp-data-files/111100110011000100101100/OSZICAR,0,50,1,很可能收敛(得分=0.710)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0006897449493408203,6,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=3.11e-03<6e-03, rms=1.00e-02<7e-02)""}}",0.71
vasp-data-files/111101001101110110100010/OSZICAR,1,50,1,很可能收敛(得分=0.865)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 震荡轻微(比例=0.12),,True,,0.0006880760192871094,8,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 1.0, ""weight"": 0.15, ""reason"": ""震荡轻微(比例=0.12)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.66e-04<6e-03, rms=1.39e-03<7e-02)""}}",0.865
vasp-data-files/111110000101010000100000/OSZICAR,0,50,1,可能收敛(得分=0.595)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.002); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0006952285766601562,5,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.002)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.32e-02<7e-02)，但能量未收敛(dE=1.46e-02)""}}",0.595
vasp-data-files/101000010100011110000010/OSZICAR,1,50,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0007104873657226562,4,50,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.77e-02<7e-02)，但能量未收敛(dE=2.91e-02)""}}",0.415
vasp-data-files/101110000000110110100000/OSZICAR,1,50,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.001); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0006811618804931641,4,50,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.001)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.76e-02<7e-02)，但能量未收敛(dE=7.42e-02)""}}",0.415
vasp-data-files/111000011100111110100100/OSZICAR,1,50,1,可能收敛(得分=0.570)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.003); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0007231235504150391,5,50,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.003)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.19e-02<7e-02)，但能量未收敛(dE=4.77e-02)""}}",0.57
vasp-data-files/100100110010001101011001/OSZICAR,0,50,0,可能不收敛(得分=0.420)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.001)，当前dE=1.34e-01较大; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.006); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0007131099700927734,4,50,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.001)，当前dE=1.34e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.006)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.10e-02<7e-02)，但能量未收敛(dE=1.34e-01)""}}",0.41999999999999993
vasp-data-files/100001111010000001010101/OSZICAR,0,50,1,很可能收敛(得分=0.790)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.001); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0007326602935791016,7,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.001)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.66e-03<6e-03, rms=3.19e-03<7e-02)""}}",0.79
vasp-data-files/111110000100111110100000/OSZICAR,1,50,1,可能收敛(得分=0.635)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0006861686706542969,6,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=6.02e-04<6e-03, rms=1.64e-02<7e-02)""}}",0.635
vasp-data-files/100001010111110011101110/OSZICAR,0,50,1,可能收敛(得分=0.595)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0007154941558837891,5,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.47e-02<7e-02)，但能量未收敛(dE=9.17e-03)""}}",0.595
vasp-data-files/100000010110101010101001/OSZICAR,1,50,1,很可能收敛(得分=0.760)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=3.39e-05很小; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0007033348083496094,7,50,True,"{""能量收敛趋势规则"": {""score"": 0.8999999999999999, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=3.39e-05很小""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=3.39e-05<6e-03, rms=3.67e-03<7e-02)""}}",0.76
vasp-data-files/101101001111110011100001/OSZICAR,1,50,1,很可能收敛(得分=0.790)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 存在一定震荡(比例=0.25),,True,,0.0007026195526123047,7,50,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.25)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=3.67e-04<6e-03, rms=2.05e-03<7e-02)""}}",0.79
