filepath,true_label,n_steps,prediction,reasoning,roc_probability,success,error,api_time,confidence_score,actual_steps,enough_steps,rule_details,rule_score
vasp-data-files/111110000101010000100000/OSZICAR,0,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.001062631607055664,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.02e-03<6e-03, rms=4.64e-03<7e-02)""}}",0.715
vasp-data-files/101000010100011110000010/OSZICAR,1,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010938644409179688,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=2.25e-03<6e-03, rms=1.33e-02<7e-02)""}}",0.535
vasp-data-files/111000011100111110100100/OSZICAR,1,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010781288146972656,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.75e-04<6e-03, rms=3.77e-03<7e-02)""}}",0.535
vasp-data-files/100100110010001101011001/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.003); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.88),,True,,0.0010712146759033203,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.003)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.88)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=6.77e-03<7e-02)，但能量未收敛(dE=3.66e-02)""}}",0.415
vasp-data-files/100001111010000001010101/OSZICAR,0,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0011067390441894531,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.07e-03<6e-03, rms=6.21e-03<7e-02)""}}",0.535
vasp-data-files/100001010111110011101110/OSZICAR,0,100,1,可能收敛(得分=0.515)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.006); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010693073272705078,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.006)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=5.54e-03<7e-02)，但能量未收敛(dE=1.53e-02)""}}",0.5149999999999999
vasp-data-files/111100010101111011110101/OSZICAR,0,100,0,可能不收敛(得分=0.440)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.001)，当前dE=1.17e-01较大; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010650157928466797,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.39999999999999997, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.001)，当前dE=1.17e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=3.27e-02<7e-02)，但能量未收敛(dE=1.17e-01)""}}",0.43999999999999995
vasp-data-files/101011010100110010100100/OSZICAR,0,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010652542114257812,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.81e-04<6e-03, rms=4.27e-03<7e-02)""}}",0.715
vasp-data-files/110100001110001101011001/OSZICAR,0,100,0,可能不收敛(得分=0.490)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.002); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 存在一定震荡(比例=0.25),,True,,0.001058340072631836,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.002)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.25)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.68e-03<7e-02)，但能量未收敛(dE=1.61e-02)""}}",0.49
vasp-data-files/100100111111011001010111/OSZICAR,0,100,0,很可能不收敛(得分=0.340)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.010)，当前dE=1.11e-01较大; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.004); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.001089334487915039,3,100,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.010)，当前dE=1.11e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.004)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=3.14e-02<7e-02)，但能量未收敛(dE=1.11e-01)""}}",0.33999999999999997
vasp-data-files/100001011101111010001100/OSZICAR,0,100,1,可能收敛(得分=0.610)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0011148452758789062,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.03e-04<6e-03, rms=1.75e-03<7e-02)""}}",0.6100000000000001
vasp-data-files/101110010100111011000100/OSZICAR,1,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.002); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010538101196289062,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.002)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.88e-02<7e-02)，但能量未收敛(dE=1.87e-02)""}}",0.415
vasp-data-files/110100001101111100101000/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.88),,True,,0.0010738372802734375,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.88)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=2.66e-04<6e-03, rms=1.37e-03<7e-02)""}}",0.715
vasp-data-files/111100000101111100101000/OSZICAR,0,100,1,可能收敛(得分=0.635)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010607242584228516,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=9.18e-04<6e-03, rms=3.19e-03<7e-02)""}}",0.635
vasp-data-files/110101101100111101010011/OSZICAR,1,100,1,可能收敛(得分=0.575)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000)，当前rms=6.20e-04很小; 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010666847229003906,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.5, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)，当前rms=6.20e-04很小""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.73e-04<6e-03, rms=6.20e-04<7e-02)""}}",0.575
vasp-data-files/101001110010000111111111/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.001062631607055664,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=6.05e-04<6e-03, rms=2.96e-03<7e-02)""}}",0.715
vasp-data-files/101011010111111010100100/OSZICAR,0,100,1,可能收敛(得分=0.595)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.002); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010654926300048828,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.002)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=8.51e-03<7e-02)，但能量未收敛(dE=7.32e-03)""}}",0.595
vasp-data-files/111110000101110010010000/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.003); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.88),,True,,0.0010533332824707031,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.003)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.88)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=9.92e-03<7e-02)，但能量未收敛(dE=3.40e-02)""}}",0.415
vasp-data-files/100001110001101111000111/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0011081695556640625,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.12e-02<7e-02)，但能量未收敛(dE=3.96e-02)""}}",0.415
